tiempo, ax, ay, az
0,127,127,151
0.006228,128,127,154
0.011926,128,125,153
0.014981,129,124,149
0.020004,130,124,144
0.026106,131,124,141
0.030102,133,126,149
0.036093,133,126,154
0.041107,133,127,154
0.045124,132,126,155
0.051116,130,127,158
0.055114,128,126,161
0.068111,126,125,154
0.070974,126,127,151
0.072010,126,128,157
0.075068,126,127,154
0.081059,126,126,150
0.085067,129,125,148
0.093009,130,124,145
0.096114,132,125,152
0.107112,133,125,153
0.114117,133,125,151
0.115104,133,125,152
0.116105,131,126,149
0.121112,131,128,155
0.127113,130,129,157
0.130107,129,130,156
0.135114,128,129,149
0.141111,127,127,149
0.145110,128,126,148
0.151115,128,123,147
0.155115,129,121,151
0.161115,130,120,150
0.165103,132,119,153
0.173109,133,123,153
0.176104,133,124,152
0.181110,133,127,155
0.187116,131,127,154
0.190102,131,128,162
0.198115,130,126,159
0.201106,130,125,152
0.206114,131,127,151
0.210107,131,127,152
0.218115,130,127,151
0.221105,129,126,147
0.226112,129,126,153
0.232116,129,127,155
0.235113,128,127,155
0.240113,128,127,151
0.246115,128,127,150
0.251113,128,129,153
0.255112,129,129,156
0.261113,130,129,158
0.265105,131,127,150
0.271175,132,127,146
0.275094,133,126,149
0.282095,133,125,153
0.286108,133,123,151
0.292114,132,122,147
0.296112,130,123,144
0.301112,129,124,148
0.305115,129,126,154
0.311112,128,126,152
0.315115,128,127,152
0.321115,129,128,150
0.326111,129,128,152
0.334109,130,127,152
0.335095,132,127,151
0.340108,134,128,152
0.346115,135,128,150
0.350110,135,128,145
0.356109,134,128,142
0.362138,133,129,147
0.367115,131,128,148
0.370109,130,128,150
0.376114,128,127,149
0.382110,128,126,149
0.385109,128,127,146
0.390118,128,128,152
0.396122,129,126,159
0.400115,129,126,155
0.406117,129,125,150
0.410072,130,126,146
0.416116,131,127,150
0.420113,131,128,156
0.426115,130,129,155
0.430113,129,126,146
0.436114,128,127,148
0.440113,127,127,152
0.448110,127,126,153
0.451108,127,127,154
0.456108,128,127,155
0.460115,128,126,149
0.466113,128,126,149
0.470112,129,126,157
0.476113,129,126,154
0.482123,129,127,152
0.485103,129,126,152
0.491112,129,128,149
0.495114,130,128,152
0.501107,129,128,156
0.505115,129,128,151
0.513119,128,127,151
0.516112,128,127,155
0.521111,128,127,154
0.528118,127,125,152
0.531107,128,127,156
0.536115,128,125,155
0.540113,128,127,152
0.546124,128,126,152
0.550118,129,127,157
0.556114,129,127,155
0.560108,130,126,149
0.566112,132,127,154
0.570117,132,125,153
0.576117,132,125,157
0.580112,131,123,156
0.586117,130,124,151
0.592209,130,125,154
0.595096,129,125,153
0.601116,128,125,152
0.605120,128,127,150
0.611110,129,126,151
0.615114,129,127,151
0.621119,130,125,151
0.625118,131,125,157
0.631109,131,126,154
0.635117,131,129,155
0.641118,131,127,160
0.645112,131,127,154
0.651116,130,127,149
0.655116,130,128,152
0.663123,130,128,155
0.666108,130,127,151
0.671115,130,126,154
0.675120,130,126,150
0.683112,129,124,150
0.686114,130,125,155
0.691115,131,125,153
0.695118,131,125,157
0.701116,131,125,153
0.705109,131,124,153
0.716115,132,126,157
0.726118,131,127,153
0.729107,131,126,149
0.734116,132,127,152
0.744115,132,127,153
0.746109,132,126,149
0.747117,131,126,147
0.753120,130,128,156
0.755117,129,128,153
0.761117,129,126,160
0.767118,128,126,157
0.771116,127,127,148
0.776116,128,128,150
0.782111,129,128,149
0.785107,131,128,152
0.790114,133,129,152
0.798111,134,126,147
0.801106,135,126,148
0.806118,135,124,151
0.810118,134,125,150
0.816113,132,124,151
0.820117,131,126,152
0.826118,129,125,150
0.831111,129,126,152
0.835115,128,126,154
0.841117,128,127,153
0.846111,128,127,153
0.850110,129,127,152
0.856115,129,125,151
0.860114,130,126,149
0.866114,131,125,150
0.876118,131,128,150
0.877105,132,127,147
0.880117,132,127,151
0.886112,132,126,149
0.892118,131,127,148
0.895116,131,127,146
0.900115,131,128,148
0.906115,130,127,150
0.910119,129,128,149
0.919118,129,128,155
0.920105,128,126,161
0.925118,126,126,156
0.931113,126,126,151
0.935118,127,128,161
0.941118,126,128,157
0.945117,127,124,152
0.951117,128,124,148
0.955107,130,122,145
0.961117,132,125,150
0.965115,133,125,150
0.971115,134,124,151
0.975115,134,124,149
0.981120,132,126,149
0.985056,131,127,156
0.991118,128,127,153
0.995117,127,128,157
1.001110,126,127,150
1.005116,125,128,147
1.011118,126,128,151
1.015116,127,127,154
1.021118,128,126,154
1.025116,129,125,153
1.031052,129,125,153
1.035114,131,125,149
1.043117,132,126,151
1.050118,132,125,152
1.051107,132,125,159
1.058121,131,126,162
1.061110,129,126,156
1.066113,128,126,154
1.070118,128,126,156
1.076118,128,124,157
1.080116,128,123,153
1.086112,129,125,152
1.090115,130,126,149
1.096127,130,127,144
1.100109,131,127,151
1.106117,131,127,160
1.110121,129,128,156
1.116116,128,129,155
1.120120,128,129,158
1.126120,127,128,160
1.131124,127,125,152
1.135113,127,122,148
1.141111,128,123,150
1.145117,129,123,151
1.151118,131,124,158
1.155116,133,124,160
1.161117,133,123,151
1.165113,131,125,146
1.173113,131,125,152
1.176117,131,125,153
1.181094,130,124,151
1.187116,130,123,153
1.190109,130,124,150
1.196016,132,125,149
1.200010,135,127,151
1.206025,136,129,148
1.210023,136,131,146
1.216021,135,131,146
1.220023,133,131,149
1.226024,131,129,152
1.230022,129,128,156
1.236023,127,126,162
1.242022,126,127,159
1.245015,125,125,151
1.250020,127,126,154
1.256024,127,123,149
1.260021,129,124,144
1.266023,133,124,143
1.270026,136,126,146
1.276021,138,127,151
1.280024,137,127,146
1.285979,137,127,148
1.290012,136,127,151
1.296021,132,127,148
1.300019,129,128,148
1.306026,128,129,153
1.315008,126,129,155
1.316015,125,128,150
1.321023,125,129,148
1.325024,125,127,151
1.331024,127,127,155
1.335019,128,127,152
1.341112,129,125,148
1.345119,130,124,154
1.351120,131,125,151
1.357120,131,127,151
1.366118,131,127,154
1.367112,132,127,154
1.370119,132,127,147
1.376118,132,127,141
1.382056,133,127,145
1.385108,132,128,150
1.390116,130,128,151
1.396122,129,127,159
1.400114,128,125,156
1.406121,126,125,151
1.410119,125,123,146
1.416116,125,126,152
1.420119,126,127,156
1.426113,127,127,146
1.431119,129,125,146
1.435117,131,124,145
1.441118,133,125,144
1.445117,134,127,148
1.451112,135,127,158
1.455111,134,129,158
1.461120,131,128,152
1.465124,129,127,154
1.473117,127,128,152
1.476118,125,127,152
1.481119,124,129,156
1.485114,124,129,155
1.491112,125,128,161
1.497118,126,127,153
1.500114,128,126,145
1.505121,130,128,148
1.511121,133,124,150
