0,134,126,150
0.01,135,126.978,152.888
0.02,135,126,148.1
0.03,134.026,126,153.923
0.04,133,127,151
0.05,132,127,151.003
0.06,132.003,126.003,153.988
0.07,134.003,126.997,149.011
0.08,135,126.996,153.983
0.09,135,126,147.113
0.1,134,125.003,154.005
0.11,132,126.003,149.997
0.12,132,125.997,151.997
0.13,132.003,125.003,150.016
0.14,134,125,153.981
0.15,135,124,149.014
0.16,134,125,151.713
0.17,134,124,152
0.18,133,125,151.713
0.19,133,124,155.138
0.2,133.291,123.291,149.291
0.21,135,125.287,154.139
0.22,135,125,149.148
0.23,133.712,125.712,151.425
0.24,133,125,153.574
0.25,133.287,125,149.713
0.26,134,125.287,150.287
0.27,134,125.713,152.426
0.28,134,125,149
0.29,134,124,150.713
0.3,134,125,154
0.31,133.712,124.712,148.712
0.32,133,124,154.86
0.33,133,124.251,151.497
0.34,133.855,124,150.564
0.35,134.144,125.144,152.864
0.36,134,126,150.985
0.37,133.223,125,147.339
0.38,134,126,151.238
0.39,134,126.997,150.997
0.4,133,126,147.094
0.41,134,127,154.991
0.42,134,127,148
0.43,134,127,150.574
0.44,134,126,149
0.45,133,124.771,149.457
0.46,133.746,124.254,154.746
0.47,133,125.002,151.002
0.48,132,124,151
0.49,132.005,123.995,152.023
0.5,133.023,123.977,154.907
0.51,135,123.002,153.998
0.52,135,124,150.002
0.53,133.997,125.003,150.995
0.54,131,127,149.002
0.55,130.997,125,153.99
0.56,131.003,124.002,154.005
0.57,134,124.997,151.995
0.58,134.998,123.002,149.998
0.59,134,124,151.957
0.6,133,122.971,147.971
0.61,132,121.025,150.051
0.62,132,122,153.948
0.63,133.026,122,147.103
0.64,134,122,152.794
0.65,135,122.973,149.082
0.66,134,122.05,146.1
0.67,133.974,122.052,153.896
0.68,133,124,148.182
0.69,132,123,149.846
0.7,132,124,154.045
0.71,131.016,125,147.125
0.72,132.984,124.016,157.827
0.73,133,125.978,150.13
0.74,132,125.282,151
0.75,132,125.721,157.046
0.76,132,125.721,152.676
0.77,132,125.28,152.881
0.78,132,125,152.28
0.79,132,125,150.72
0.8,133,125,154
0.81,133,126,152.136
0.82,132.862,125,152
0.83,132.159,126,152.319
0.84,133,125.28,151.881
0.85,134,125.44,151.56
0.86,134,124,147.721
0.87,133.72,124.28,151.441
0.88,132,124.721,152.559
0.89,132.238,124.238,152
0.9,133.994,125,152
0.91,135,124.993,150.013
0.92,135,125,150.987
0.93,133.007,125,150
0.94,133,125,153
0.95,133.994,124.006,150.994
0.96,133.006,124.994,149.013
0.97,133.994,123.006,151.987
0.98,134,124,150.013
0.99,134.007,124,151.022
1,134.761,123.239,150
1.01,134,124,151.478
1.02,133.007,124,152.007
1.03,134,124,149.242
1.04,134,124,150.993
1.05,134,124.994,149
1.06,134,124.007,151.993
1.07,134,124.007,151
1.08,134.007,124.993,149.021
1.09,134.763,124,153.289
1.1,134,124,150.007
1.11,134,124,151.218
1.12,134,122,151.595
1.13,133.279,120,154.558
